x,y,label
-0.74808,0.37713,1.00000
0.37679,-0.83030,0.00000
0.93807,-0.14208,0.00000
0.39101,0.41291,0.00000
-0.12043,-0.17206,1.00000
0.52697,0.12662,0.00000
0.53603,-0.09856,0.00000
-0.16797,0.44394,1.00000
0.53924,0.01956,0.00000
-0.07568,0.85918,1.00000
0.04319,0.78897,1.00000
-0.40650,0.12004,1.00000
0.44636,0.30036,0.00000
-0.69439,-0.34610,0.00000
-0.32128,-0.43785,1.00000
-0.06428,-0.87073,0.00000
0.35162,-0.33923,0.00000
-0.35626,-0.04214,0.00000
-0.00858,0.19257,0.00000
0.03159,0.62018,0.00000
-0.24090,0.72745,1.00000
-0.53118,-0.04840,1.00000
0.29395,0.17957,1.00000
-0.48913,0.05723,1.00000
-0.19301,0.40683,1.00000
0.45397,0.30702,0.00000
0.67663,0.21883,1.00000
-0.36797,-0.74269,0.00000
-0.55851,0.35186,0.00000
0.22492,0.26740,1.00000
-0.32591,-0.48775,1.00000
-0.39093,-0.04738,0.00000
-0.58838,0.63097,1.00000
0.74497,-0.13145,1.00000
0.97626,-0.04898,0.00000
0.42420,-0.23480,0.00000
0.16212,-0.40975,0.00000
-0.53111,-0.01906,1.00000
-0.06153,-0.87722,0.00000
0.76530,-0.55909,0.00000
-0.07865,-0.83041,0.00000
0.47229,-0.48234,1.00000
0.19214,-0.60556,1.00000
0.76804,0.06949,1.00000
0.02163,0.56127,0.00000
0.07199,0.61011,0.00000
0.15579,0.61654,0.00000
-0.47561,0.49067,0.00000
-0.55396,-0.61403,0.00000
0.54209,-0.04853,0.00000
-0.64321,0.56489,1.00000
-0.28609,0.59781,0.00000
-0.24360,0.63846,0.00000
0.70671,-0.60571,0.00000
0.06272,-0.84478,0.00000
0.10536,0.18844,0.00000
-0.52244,-0.08833,1.00000
-0.42596,-0.63825,0.00000
-0.76421,0.38637,1.00000
0.67609,-0.57056,0.00000
-0.27479,-0.21070,0.00000
0.99140,-0.02034,0.00000
-0.54342,0.40141,0.00000
-0.28950,0.31735,1.00000
-0.69608,0.52499,1.00000
-0.31864,-0.48726,1.00000
-0.44244,0.50006,0.00000
0.38695,-0.76924,0.00000
-0.13733,-0.56404,1.00000
-0.63400,-0.42781,0.00000
-0.56124,-0.04756,1.00000
0.69909,0.08573,1.00000
-0.10642,0.84358,1.00000
-0.08878,-0.81159,0.00000
-0.43834,-0.30333,1.00000
0.33344,0.13492,1.00000
-0.79892,0.35620,1.00000
-0.22606,0.55279,0.00000
-0.04358,0.20986,0.00000
0.33658,0.73692,1.00000
-0.27461,-0.30860,0.00000
-0.13359,0.78251,1.00000
0.63853,0.25788,1.00000
0.00293,-0.63723,1.00000
-0.91615,-0.01916,1.00000
0.53603,0.53393,1.00000
0.30201,0.51043,0.00000
-0.13255,-0.15707,1.00000
0.35189,-0.82173,0.00000
0.44054,0.60019,1.00000
0.61010,-0.33294,1.00000
-0.73995,0.55384,1.00000
-0.19177,0.16292,0.00000
-0.33022,0.57032,0.00000
0.69850,0.16838,1.00000
0.05553,0.62839,0.00000
-0.86013,0.36018,1.00000
-0.07278,0.65651,0.00000
-0.95998,0.05733,1.00000
-0.36394,-0.81353,0.00000
-0.40573,-0.42090,1.00000
0.00247,0.42088,1.00000
0.46711,0.25860,0.00000
0.02143,-0.18973,1.00000
-0.13156,-0.81204,0.00000
-0.08371,-0.83113,0.00000
-0.20818,0.40429,1.00000
-0.24235,0.86623,1.00000
0.13178,-0.82305,0.00000
0.97208,0.04122,0.00000
-0.66448,-0.37477,0.00000
-0.09556,0.16592,0.00000
-0.17746,-0.40136,0.00000
-0.76791,-0.19884,0.00000
0.49097,-0.03443,0.00000
0.57662,-0.77343,0.00000
-0.42068,-0.41533,1.00000
-0.08630,-0.57136,1.00000
0.31651,-0.52020,1.00000
0.22959,-0.71841,1.00000
-0.49064,0.72845,1.00000
0.70839,-0.06055,1.00000
-0.24120,0.16309,0.00000
0.63523,-0.27320,1.00000
0.49316,-0.15904,0.00000
-0.44096,-0.28549,1.00000
-0.80628,0.42821,1.00000
0.02046,-0.55368,1.00000
0.49478,0.01434,0.00000
-0.58472,0.34966,0.00000
-0.26382,-0.49413,1.00000
-0.84694,0.26344,1.00000
0.43530,0.31494,0.00000
-0.03620,0.21286,0.00000
0.15104,-0.45356,0.00000
-0.43118,-0.66563,0.00000
-0.27943,-0.18258,0.00000
0.93803,-0.01055,0.00000
-0.79429,-0.09859,0.00000
0.40118,-0.75103,0.00000
0.20133,0.56446,0.00000
-0.01177,0.65216,0.00000
0.11780,0.80230,1.00000
0.39461,0.40277,0.00000
-0.18163,0.60666,0.00000
-0.38424,0.76183,1.00000
-0.10828,-0.39878,0.00000
-0.69603,0.20156,0.00000
-0.01580,0.20758,0.00000
0.62356,0.41918,1.00000
-0.52538,-0.10789,1.00000
0.32361,-0.37067,0.00000
0.31152,-0.80199,0.00000
-0.52256,-0.24631,1.00000
-0.68269,-0.09707,0.00000
-0.44710,0.47182,0.00000
-0.29713,-0.08584,0.00000
-0.62697,0.59737,1.00000
-0.25273,-0.79295,0.00000
0.26884,0.09499,1.00000
-0.56006,0.36649,0.00000
0.69968,-0.19532,1.00000
-0.36327,0.79165,1.00000
0.44951,0.42785,0.00000
-0.72629,0.21677,0.00000
0.52775,0.55319,1.00000
0.61173,-0.35284,1.00000
0.10292,0.30293,1.00000
-0.16129,-0.55777,1.00000
0.89593,-0.22473,0.00000
-0.54019,-0.10971,1.00000
0.13930,-0.85982,0.00000
0.69336,0.00115,1.00000
-0.40114,-0.40225,1.00000
-0.74532,0.53077,1.00000
-0.23960,0.37828,1.00000
0.04147,-0.54371,1.00000
0.38069,0.71692,1.00000
-0.66542,-0.37890,0.00000
-0.04004,-0.87215,0.00000
0.51534,0.60562,1.00000
-0.72162,0.05137,0.00000
-0.31272,-0.13769,0.00000
-0.25417,-0.45028,1.00000
0.44300,0.61551,1.00000
-0.54951,-0.58285,0.00000
0.80851,-0.34996,0.00000
0.00631,0.42359,1.00000
-0.08877,-0.37610,0.00000
0.18863,-0.39555,0.00000
0.73826,-0.61972,0.00000
-0.46720,0.47675,0.00000
-0.76284,-0.06242,0.00000
0.32970,-0.33782,0.00000
-0.06204,0.84072,1.00000
0.52788,0.56477,1.00000
-0.71301,-0.33974,0.00000
0.46812,-0.18884,0.00000
-0.35442,-0.48415,1.00000
-0.57606,-0.62328,0.00000
0.38253,0.40081,0.00000
-0.48633,-0.67935,0.00000
-0.69242,-0.26062,0.00000
0.71880,0.10369,1.00000
0.11962,0.63144,0.00000
-0.42263,-0.64610,0.00000
-0.51245,0.07911,1.00000
0.41764,-0.45067,1.00000
-0.92086,0.10003,1.00000
0.13667,0.75644,1.00000
-0.09071,0.60656,0.00000
0.74692,-0.53868,0.00000
-0.45512,-0.38425,1.00000
0.69429,-0.12766,1.00000
-0.13840,-0.82725,0.00000
-0.73191,0.16027,0.00000
-0.21972,-0.16852,0.00000
-0.37564,-0.73124,0.00000
-0.69543,0.13638,0.00000
-0.05966,-0.17602,1.00000
0.04033,-0.25633,1.00000
0.75872,-0.45759,0.00000
0.36525,0.12820,1.00000
-0.72623,0.48948,1.00000
1.00000,-0.14568,0.00000
-0.60201,0.39651,0.00000
0.25480,-0.83116,0.00000
0.06788,0.78941,1.00000
-0.29076,-0.27731,0.00000
-0.28415,0.83281,1.00000
0.71818,-0.01249,1.00000
0.72302,-0.53228,0.00000
0.61383,-0.65093,0.00000
0.15830,-0.48189,0.00000
-0.51739,0.50532,0.00000
-0.12722,-0.61162,1.00000
0.64723,0.18290,1.00000
0.67536,-0.28995,1.00000
-0.80548,-0.25942,0.00000
0.12648,-0.58916,1.00000
-0.76109,-0.10701,0.00000
0.53359,0.22122,0.00000
-0.60935,0.37800,0.00000
-0.16175,-0.28658,0.00000
0.49311,-0.74110,0.00000
-0.02773,-0.39315,0.00000
0.63320,-0.62751,0.00000
0.15429,-0.65072,1.00000
0.33088,0.12484,1.00000
-0.32300,0.34763,1.00000
-0.25656,-0.25097,0.00000
0.22799,0.58935,0.00000
0.27740,0.52749,0.00000
0.40064,-0.26622,0.00000
0.19087,-0.79054,0.00000
-0.53062,-0.04591,1.00000
0.67024,-0.11004,1.00000
0.18998,-0.86679,0.00000
-0.25496,-0.54253,1.00000
-0.47340,0.21205,1.00000
0.64359,0.38426,1.00000
-0.12536,0.66358,0.00000
0.10341,-0.42064,0.00000
-0.08687,0.40718,1.00000
-0.64280,0.24715,0.00000
0.66173,0.24339,1.00000
0.74595,-0.52728,0.00000
-0.74833,-0.28992,0.00000
-0.11606,0.38623,1.00000
-0.46620,-0.66437,0.00000
-0.31976,-0.78663,0.00000
0.56973,0.47734,1.00000
-0.83310,0.25265,1.00000
0.15215,-0.39656,0.00000
-0.33763,0.55953,0.00000
0.21593,-0.61888,1.00000
-0.31928,0.58862,0.00000
0.50851,-0.70245,0.00000
0.05758,-0.81844,0.00000
0.04966,0.78582,1.00000
0.55131,-0.00886,0.00000
-0.43407,-0.33957,1.00000
0.30443,0.25380,1.00000
-0.60627,0.67676,1.00000
0.70961,0.02449,1.00000
-0.18535,-0.88607,0.00000
-0.49638,0.10139,1.00000
-0.18398,0.81995,1.00000
0.94064,-0.01022,0.00000
0.13696,-0.41653,0.00000
0.51660,-0.67859,0.00000
0.08836,-0.83484,0.00000
-0.85628,0.41425,1.00000
-0.29450,-0.11119,0.00000
-0.64529,-0.44486,0.00000
0.45196,-0.68817,0.00000
0.06299,0.58226,0.00000
-0.75588,-0.27524,0.00000
-0.71327,-0.26885,0.00000
0.88732,-0.36870,0.00000
0.02727,0.81772,1.00000
-0.30826,-0.18515,0.00000
0.28106,-0.38230,0.00000
-0.22665,0.19370,0.00000
0.01168,-0.35347,0.00000
0.58919,0.49245,1.00000
0.26328,0.24838,1.00000
-0.38193,0.22982,1.00000
0.17618,0.76240,1.00000
-0.45448,0.06991,1.00000
0.52230,-0.00296,0.00000
0.16795,0.82138,1.00000
0.29664,-0.55527,1.00000
-0.66480,0.27372,0.00000
0.15894,0.36507,1.00000
0.01358,-0.21989,1.00000
0.26328,0.64322,1.00000
-0.25993,0.59260,0.00000
0.20233,-0.59931,1.00000
0.32601,0.52324,0.00000
0.21094,0.75102,1.00000
-0.23335,-0.82158,0.00000
0.45075,-0.01075,0.00000
0.08205,0.38096,1.00000
-0.71157,0.31042,0.00000
-0.09679,-0.60014,1.00000
0.33220,-0.38136,0.00000
-0.66374,0.25332,0.00000
0.52253,-0.17483,0.00000
-0.69358,0.24001,0.00000
0.24537,-0.55657,1.00000
-0.28384,-0.54456,1.00000
0.27885,0.56822,0.00000
0.54079,-0.62734,0.00000
0.56932,-0.33263,1.00000
-0.69485,0.54727,1.00000
0.29267,-0.86064,0.00000
0.92085,-0.13514,0.00000
-0.00594,0.19223,0.00000
-0.41158,-0.73873,0.00000
0.42280,0.42196,0.00000
0.04198,0.18978,0.00000
-0.41720,-0.35818,1.00000
-0.03308,-0.66531,1.00000
-0.72864,0.05247,0.00000
0.66497,-0.65171,0.00000
0.26065,0.31686,1.00000
0.65017,0.11685,1.00000
-0.53238,0.64452,1.00000
-0.39270,0.25959,1.00000
-0.66043,0.60277,1.00000
0.72468,0.12011,1.00000
0.67868,-0.59238,0.00000
0.12008,0.40532,1.00000
0.28315,-0.81807,0.00000
-0.23836,0.83518,1.00000
0.26935,0.52467,0.00000
-0.75069,0.11020,0.00000
-0.68064,0.63024,1.00000
0.89701,-0.09529,0.00000
-0.02386,0.24645,0.00000
0.55195,-0.32501,1.00000
0.42426,-0.54575,1.00000
-0.00434,-0.43388,0.00000
0.61054,0.46027,1.00000
-0.70503,0.23717,0.00000
-0.52163,-0.18838,1.00000
0.11774,0.36357,1.00000
0.40409,0.66690,1.00000
0.65402,-0.16027,1.00000
0.09917,0.58292,0.00000
0.09850,-0.88227,0.00000
-0.25194,0.81866,1.00000
0.02398,0.39005,1.00000
0.41134,-0.74459,0.00000
0.28155,0.58136,0.00000
0.43476,0.72348,1.00000
-0.41299,-0.36471,1.00000
-0.74857,-0.09252,0.00000
-0.36197,-0.45183,1.00000
-0.32717,0.55034,0.00000
-0.08237,0.43011,1.00000
0.67673,-0.27001,1.00000
0.94010,-0.03129,0.00000
-0.01404,-0.64428,1.00000
-0.13746,0.19338,0.00000
0.69658,0.42232,1.00000
0.53827,0.20576,0.00000
-0.62524,0.28108,0.00000
0.17482,-0.60324,1.00000
0.28612,-0.15762,1.00000
-0.21468,0.35417,1.00000
0.51502,-0.08084,0.00000
-0.56273,-0.60240,0.00000
0.04242,0.86551,1.00000
-0.69533,-0.05390,0.00000
-0.49333,-0.04227,1.00000
0.10772,0.78074,1.00000
-0.45754,-0.01188,1.00000
-0.13583,0.75819,1.00000
0.23929,0.55283,0.00000
0.09999,-0.90251,0.00000
0.50702,0.63900,1.00000
0.89121,-0.31491,0.00000
0.88876,-0.23649,0.00000
0.91631,-0.15800,0.00000
-0.31701,-0.73831,0.00000
-0.77990,0.09666,0.00000
-0.52115,-0.14773,1.00000
-0.01549,-0.61923,1.00000
0.01024,-0.62160,1.00000
0.27035,-0.62889,1.00000
0.57828,0.45907,1.00000
0.50418,-0.73377,0.00000
0.49927,-0.65011,0.00000
0.48363,-0.13260,0.00000
-0.59060,0.41154,0.00000
0.03003,-0.41670,0.00000
-0.67116,0.44476,1.00000
0.06363,-0.86790,0.00000
-0.59057,-0.08119,1.00000
0.40762,0.69900,1.00000
-0.52819,-0.05214,1.00000
0.59625,-0.39324,1.00000
0.64613,-0.23937,1.00000
0.26852,0.49972,0.00000
0.92001,-0.12358,0.00000
0.44422,-0.49766,1.00000
-0.28011,0.01767,0.00000
-0.26959,-0.58558,1.00000
0.66937,-0.19691,1.00000
0.23907,-0.34363,0.00000
0.53124,-0.13555,0.00000
0.91567,-0.07380,0.00000
0.38510,-0.79259,0.00000
-0.10640,0.40276,1.00000
-0.15029,0.32618,1.00000
0.63955,0.44562,1.00000
0.71329,-0.11424,1.00000
0.11278,0.61009,0.00000
0.17556,-0.42858,0.00000
-0.14281,0.80308,1.00000
-0.51292,0.12230,1.00000
0.43639,0.66848,1.00000
-0.42729,0.47944,0.00000
-0.32089,0.01057,0.00000
0.52519,0.61720,1.00000
-0.38383,0.77862,1.00000
-0.33243,0.72873,1.00000
-0.16112,0.45387,1.00000
-0.95592,0.04979,1.00000
-1.00000,-0.00136,1.00000
0.10141,-0.63130,1.00000
0.84359,-0.41443,0.00000
0.71318,-0.25386,1.00000
0.62569,-0.62736,0.00000
0.67625,0.09240,1.00000
-0.17415,0.80643,1.00000
0.28487,0.73855,1.00000
-0.72832,0.14641,0.00000
-0.41644,-0.64189,0.00000
0.17450,-0.34858,0.00000
-0.02881,0.17518,0.00000
-0.38512,0.77905,1.00000
0.78412,-0.42533,0.00000
-0.38631,-0.72740,0.00000
-0.01083,-0.19278,1.00000
-0.56085,0.50480,0.00000
-0.50382,0.65183,1.00000
-0.44407,0.69346,1.00000
-0.58195,0.50218,1.00000
-0.25131,-0.50968,1.00000
0.19006,0.76800,1.00000
-0.63055,0.34514,0.00000
-0.29821,0.35192,1.00000
0.54774,-0.33451,1.00000
-0.68061,0.53382,1.00000
0.27793,0.21547,1.00000
0.27491,0.27141,1.00000
-0.46446,-0.63181,0.00000
0.24497,0.26729,1.00000
-0.47244,0.72931,1.00000
-0.42667,0.18793,1.00000
-0.16439,-0.37013,0.00000
0.11520,-0.82457,0.00000
0.17183,0.78062,1.00000
0.05860,-0.24058,1.00000
-0.72678,-0.06967,0.00000
-0.03125,0.64621,0.00000
-0.74824,0.00213,0.00000
-0.71636,0.04405,0.00000
-0.31540,0.58777,0.00000
-0.12351,-0.59869,1.00000
0.03250,0.69562,0.00000
-0.47368,0.14329,1.00000
-0.11654,-0.77168,0.00000
-0.36275,-0.22898,0.00000
0.61842,0.47052,1.00000
0.70786,0.05769,1.00000
-0.46086,-0.34336,1.00000
0.66826,-0.57826,0.00000
0.46252,-0.53077,1.00000
-0.07934,0.66776,0.00000
-0.36425,-0.43612,1.00000
0.59998,-0.67416,0.00000
0.10641,0.06613,0.00000
-0.04887,0.55358,0.00000
-0.26244,0.08004,0.00000
0.10914,-0.18241,1.00000
-0.21401,0.19417,0.00000
0.13870,-0.24517,1.00000
-0.90901,0.10234,1.00000
0.20532,0.32738,1.00000
0.96520,-0.00598,0.00000
-0.28362,0.77004,1.00000
0.13099,0.62360,0.00000
0.03045,0.29036,0.00000
0.52763,0.63018,1.00000
-0.07460,0.60834,0.00000
0.13640,0.80856,1.00000
-0.76810,-0.27666,0.00000
0.08620,-0.88246,0.00000
0.63795,-0.62407,0.00000
0.21186,-0.80960,0.00000
-0.04120,0.22139,0.00000
0.70861,-0.66229,0.00000
0.18993,-0.77850,0.00000
0.60371,-0.33906,1.00000
-0.30406,-0.18710,0.00000
-0.52673,-0.63116,0.00000
-0.61322,-0.46763,0.00000
0.59143,0.41009,1.00000
0.24053,0.65275,0.00000
-0.24693,0.18220,0.00000
0.02714,0.83049,1.00000
0.13501,0.82651,1.00000
0.33846,0.14311,1.00000
0.11347,-0.57054,1.00000
-0.01075,-0.83989,0.00000
-0.56784,-0.11083,1.00000
0.08386,-0.36249,0.00000
-0.73637,0.48247,1.00000
-0.15966,0.41622,1.00000
0.06381,0.38630,1.00000
0.22561,0.74126,1.00000
-0.40005,0.56299,0.00000
0.07047,-0.60586,1.00000
-0.91317,0.07654,1.00000
0.68969,0.22140,1.00000
-0.56020,0.65593,1.00000
-0.30483,0.82163,1.00000
0.35520,0.49532,0.00000
0.82332,-0.50289,0.00000
-0.09528,-0.39855,0.00000
-0.06612,0.77498,1.00000
-0.43567,0.23142,1.00000
0.43320,0.36929,0.00000
-0.53794,0.61565,1.00000
0.05066,-0.20503,1.00000
-0.33826,0.63275,0.00000
-0.27551,-0.52929,1.00000
0.11278,-0.39340,0.00000
0.20571,0.79344,1.00000
-0.46484,-0.70616,0.00000
0.16677,0.08207,0.00000
0.58366,0.42211,1.00000
-0.17230,0.68315,0.00000
0.73540,-0.14012,1.00000
-0.29091,0.39883,1.00000
0.54566,0.05640,0.00000
-0.94256,0.02532,1.00000
-0.74810,-0.12720,0.00000
0.57341,0.55547,1.00000
-0.08699,-0.56567,1.00000
0.06195,0.40401,1.00000
0.72882,0.18956,1.00000
0.13574,0.84085,1.00000
-0.74429,-0.49350,0.00000
-0.08758,-0.63203,1.00000
-0.06178,0.22416,0.00000
-0.34306,0.03771,0.00000
-0.21620,0.85210,1.00000
0.21006,0.57977,0.00000
-0.19157,-0.83809,0.00000
0.20860,0.78669,1.00000
0.40448,-0.25128,0.00000
0.14813,-0.89017,0.00000
0.15403,0.38705,1.00000
-0.20739,0.69313,0.00000
-0.72523,0.24245,0.00000
-0.31444,-0.06506,0.00000
0.55119,0.50676,1.00000
-0.26387,-0.08467,0.00000
-0.61867,-0.46322,0.00000
-0.90141,0.36876,1.00000
0.64698,0.40408,1.00000
-0.23621,0.41110,1.00000
0.26161,0.10391,1.00000
0.38776,-0.80811,0.00000
-0.01144,0.84723,1.00000
0.24339,0.31191,1.00000
-0.53819,-0.21490,1.00000
-0.01451,0.61455,0.00000
0.29052,0.75000,1.00000
0.73801,0.01968,1.00000
-0.71020,-0.07324,0.00000
-0.40419,-0.65076,0.00000
0.27920,-0.84427,0.00000
0.55804,-0.43305,1.00000
-0.77282,-0.02890,0.00000
-0.25083,-0.51039,1.00000
-0.07446,-0.80993,0.00000
0.28060,0.14069,1.00000
0.01579,-0.23132,1.00000
0.25386,0.31706,1.00000
0.55179,-0.03405,0.00000
0.41688,0.67368,1.00000
0.47900,0.31333,0.00000
-0.45183,0.78936,1.00000
0.24614,-0.81644,0.00000
-0.84040,0.32698,1.00000
0.28468,0.76915,1.00000
0.61548,-0.72275,0.00000
-0.20022,0.59239,0.00000
0.25726,0.26924,1.00000
-0.64732,0.61826,1.00000
-0.46461,0.12876,1.00000
-0.48953,0.01025,1.00000
-0.71977,-0.39427,0.00000
0.43905,-0.74153,0.00000
0.16504,-0.40137,0.00000
0.89102,-0.31758,0.00000
0.53296,0.19290,0.00000
0.52720,0.48285,1.00000
0.07528,-0.44547,0.00000
-0.93923,0.07419,1.00000
-0.67996,0.49428,1.00000
0.25222,-0.59955,1.00000
0.17507,0.53820,0.00000
-0.54351,0.64389,1.00000
0.70693,0.09779,1.00000
0.84780,-0.37959,0.00000
0.21480,0.61543,0.00000
-0.95718,0.12438,1.00000
-0.83253,0.31285,1.00000
0.10437,-0.59800,1.00000
-0.11152,-0.40231,0.00000
-0.85069,0.25675,1.00000
-0.23661,0.17451,0.00000
-0.58358,0.67664,1.00000
0.46761,0.04588,0.00000
-0.12503,0.62346,0.00000
0.14470,0.79842,1.00000
-0.52623,0.08857,1.00000
0.54710,-0.38451,1.00000
0.39354,-0.82008,0.00000
-0.02765,0.32014,1.00000
-0.17054,0.40069,1.00000
-0.64917,-0.47475,0.00000
-0.44975,-0.38778,1.00000
-0.36055,-0.76457,0.00000
0.26455,0.55053,0.00000
0.21703,-0.20723,1.00000
-0.07980,-0.81654,0.00000
0.91175,-0.28727,0.00000
-0.12883,0.83476,1.00000
0.56602,-0.33146,1.00000
-0.14321,0.44793,1.00000
0.93663,-0.05012,0.00000
0.65802,0.38181,1.00000
0.43753,-0.55479,1.00000
-0.27330,0.78134,1.00000
-0.15750,0.45914,1.00000
0.23301,0.72992,1.00000
0.89211,-0.39869,0.00000
0.41883,0.34014,0.00000
0.67020,-0.19325,1.00000
0.81737,-0.37790,0.00000
-0.01576,0.63852,0.00000
-0.44218,0.72961,1.00000
0.43962,0.42193,0.00000
0.10071,0.39391,1.00000
-0.68023,0.53086,1.00000
0.57160,-0.60716,0.00000
-0.16061,-0.83911,0.00000
-0.58703,-0.55288,0.00000
-0.02682,-0.57095,1.00000
0.36730,-0.82401,0.00000
0.66931,0.40123,1.00000
0.94123,-0.15383,0.00000
-0.29457,0.00707,0.00000
-0.63453,-0.45955,0.00000
0.50579,0.59303,1.00000
-0.48384,0.27455,1.00000
0.41138,0.44500,0.00000
-0.29443,0.57260,0.00000
0.17160,-0.83202,0.00000
0.50045,0.13011,0.00000
0.45812,0.31288,0.00000
0.59791,-0.65571,0.00000
0.20326,-0.82514,0.00000
-0.63433,0.32826,0.00000
0.72439,-0.01799,1.00000
-0.59423,0.74994,1.00000
0.87571,-0.34063,0.00000
-0.44991,-0.28178,1.00000
-0.31959,0.63533,0.00000
0.04536,0.62726,0.00000
0.68815,-0.01398,1.00000
0.71942,0.04174,1.00000
-0.28153,-0.75411,0.00000
-0.05441,0.79745,1.00000
-0.35209,-0.51118,1.00000
0.41967,0.38166,0.00000
-0.52304,0.06920,1.00000
-0.15738,-0.31175,0.00000
-0.64933,0.56659,1.00000
-0.65970,0.30986,0.00000
-0.48044,-0.70441,0.00000
-0.09734,-0.84216,0.00000
-0.80415,-0.04602,0.00000
0.27165,0.25687,1.00000
-0.29049,-0.46620,1.00000
0.18291,0.40532,1.00000
0.69626,0.34821,1.00000
-0.07709,0.43932,1.00000
0.04734,0.62553,0.00000
-0.13802,-0.60062,1.00000
0.32975,-0.36091,0.00000
0.66432,-0.64719,0.00000
0.38692,-0.55469,1.00000
-0.62177,0.60317,1.00000
0.51584,0.15451,0.00000
-0.25475,-0.12578,0.00000
-0.22001,-0.61200,1.00000
0.41393,0.68109,1.00000
-0.27290,-0.55518,1.00000
0.03674,0.36052,1.00000
-0.31924,-0.74535,0.00000
0.46290,-0.48342,1.00000
0.51343,-0.16118,0.00000
-0.21120,0.80623,1.00000
0.03101,-0.59107,1.00000
0.00076,-0.85814,0.00000
-0.70944,0.52024,1.00000
-0.02809,-0.61982,1.00000
0.95770,-0.17315,0.00000
0.06376,0.59530,0.00000
0.69865,0.28778,1.00000
0.20943,-0.66265,1.00000
0.55109,-0.07630,0.00000
-0.19233,-0.53979,1.00000
0.59596,0.09249,0.00000
-0.20436,0.62297,0.00000
0.20414,0.78124,1.00000
-0.64934,-0.60557,0.00000
0.10593,-0.88773,0.00000
-0.10997,-0.36262,0.00000
0.42090,0.56777,1.00000
-0.07496,0.19796,0.00000
0.73738,-0.13868,1.00000
-0.68317,-0.50920,0.00000
0.25379,-0.08634,1.00000
0.25306,0.56616,0.00000
-0.27057,0.35846,1.00000
0.25316,0.21206,1.00000
-0.59103,0.59616,1.00000
0.53299,0.64207,1.00000
-0.36843,-0.37053,1.00000
-0.03607,-0.61897,1.00000
0.69220,-0.17462,1.00000
0.17448,-0.81619,0.00000
-0.30644,-0.45269,1.00000
0.32470,0.12195,1.00000
0.27758,-0.80883,0.00000
0.75867,0.03626,1.00000
-0.58051,0.38656,0.00000
-0.76489,-0.20412,0.00000
0.03070,-0.92733,0.00000
0.74492,-0.54130,0.00000
-0.09414,0.80465,1.00000
-0.90159,0.19629,1.00000
-0.64162,0.63403,1.00000
-0.16646,0.85400,1.00000
-0.55521,0.64575,1.00000
0.56757,-0.65190,0.00000
-0.70619,0.17422,0.00000
0.69935,-0.58647,0.00000
-0.26894,0.67134,0.00000
-0.02336,-0.61634,1.00000
-0.17606,0.80114,1.00000
0.49481,-0.38303,1.00000
0.28591,-0.59446,1.00000
-0.58195,-0.63857,0.00000
0.52958,-0.11386,0.00000
0.90159,-0.26466,0.00000
0.35118,-0.25613,0.00000
-0.79252,0.38100,1.00000
0.04251,0.81563,1.00000
0.62677,0.30508,1.00000
0.06704,-0.59048,1.00000
-0.19825,0.78283,1.00000
0.05653,-0.57612,1.00000
0.27291,0.23819,1.00000
-0.37867,0.59422,0.00000
-0.04296,0.88465,1.00000
0.24737,-0.57399,1.00000
-0.47624,-0.15195,1.00000
0.75292,-0.54218,0.00000
-0.20755,-0.76995,0.00000
0.46293,-0.21584,0.00000
0.51635,0.28172,0.00000
0.38919,-0.50901,1.00000
-0.41304,-0.39911,1.00000
0.47060,-0.09456,0.00000
0.31020,-0.61947,1.00000
-0.60181,-0.64898,0.00000
-0.36493,0.64735,0.00000
-0.28847,0.78961,1.00000
0.19837,0.61715,0.00000
-0.20295,0.40859,1.00000
0.38705,-0.36141,0.00000
0.46521,0.33316,0.00000
-0.44328,0.15295,1.00000
0.23903,0.56835,0.00000
-0.58054,0.65651,1.00000
-0.80936,0.38260,1.00000
-0.10874,-0.57747,1.00000
-0.47653,-0.40172,1.00000
0.26389,0.17902,1.00000
0.02833,0.77331,1.00000
0.53109,0.29518,0.00000
-0.24293,-0.56076,1.00000
-0.08298,-0.83557,0.00000
-0.60987,0.52267,1.00000
-0.74226,-0.28286,0.00000
0.76388,-0.37188,0.00000
0.13250,0.31752,1.00000
-0.16895,-0.33967,0.00000
0.70536,0.35012,1.00000
-0.03703,0.63565,0.00000
0.51552,0.08492,0.00000
0.57584,0.52407,1.00000
-0.37170,0.56112,0.00000
0.36166,-0.78754,0.00000
-0.49941,-0.64541,0.00000
0.04745,0.85591,1.00000
0.22328,0.18928,1.00000
0.32659,0.10247,1.00000
0.25781,0.71183,1.00000
-0.15260,-0.43108,0.00000
-0.42253,-0.30881,1.00000
0.52622,-0.03774,0.00000
-0.24539,0.25246,0.00000
-0.86977,0.23772,1.00000
0.56897,-0.71417,0.00000
-0.72270,0.16963,0.00000
-0.50836,-0.01093,1.00000
0.31941,0.01621,1.00000
-0.77445,0.46781,1.00000
-0.82888,0.43287,1.00000
0.07829,0.80467,1.00000
0.95135,-0.08555,0.00000
-0.58036,0.39886,0.00000
-0.13777,0.19315,0.00000
0.04548,-0.21248,1.00000
0.92674,-0.20320,0.00000
-0.47103,-0.33502,1.00000
-0.15483,-0.50442,1.00000
0.54388,0.54274,1.00000
-0.69158,0.00697,0.00000
0.33388,-0.59083,1.00000
0.24478,-0.41322,0.00000
-0.54450,0.65537,1.00000
0.19992,-0.18463,1.00000
